Karmn,Name,GJ,RA_J2016_deg,DE_J2016_deg,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,R_Rsol,eR_Rsol,Ref04,M_Msol,eM_Msol,Massflag,Ref05,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref06,pi_mas,epi_mas,Ref07,d_pc,ed_pc,Ref08,Vr_kms-1,eVr_kms-1,Ref09,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref10,sa_m/s/a,esa_m/s/a,Ref11,SKG,Ref12,Pop,Ref13,vsini_flag,vsini_kms-1,evsini_kms-1,Ref14,P_d,eP_d,Ref15,pEWHalpha_A,epEWHalpha_A,Ref16,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref17,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref18,Activity,Ref19,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref20,u_mag,eu_mag,Ref21,BT_mag,eBT_mag,Ref22,B_mag,eB_mag,Ref23,BP_mag,eBP_mag,Ref24,g_mag,eg_mag,Ref25,VT_mag,eVT_mag,Ref26,GG_mag,eGG_mag,Ref27,V_mag,eV_mag,Ref28,Ra_mag,Ref29,r_mag,er_mag,Ref30,RP_mag,eRP_mag,Ref31,i_mag,ei_mag,Ref32,IN_mag,Ref33,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2MASS,Ref34,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref35,Multiplicity,Comp,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref36,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref37,CloseCompanionSpT,RV,Planet,Ref38,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,RA_J2000,DE_J2000,Ref39,SS,Class,Flags,Notes,Gaia_id_1,Gaia_id_2,2MASS_id
J03567+039,Ross 23,156.1A,59.199735830158,53.558522324147305,148.38250105425644,0.10618589256464894,Gaia2,M1.5 V,1.5,PMSU,,,,,,,,,,,,,0.5723259,0.014125141,,Karmn,308.81,0.09,-394.75,0.06,Gaia2,44.41,0.04,Gaia2,22.52,0.02,Gaia2,-20.83,0.26,Gaia2,-9.73,0.22,-55.49,0.14,-11.06,0.04,CC19,0.15556461245812875,0.01392904647911134,Wolt17,,,D,CC19,<,4.0,,Rein12,41.2,6.3,SM18,0.534,,PMSU,,,,,,,,,,,,,,,,,,,,,,,,,,12.432,0.206,TYC2,12.388,0.06,UCAC4,11.1821,0.001,Gaia2,11.661,0.04,UCAC4,11.003,0.077,TYC2,10.1109,7.0E-4,Gaia2,10.96,0.1,UCAC4,10.537,UCAC3,10.363,0.03,UCAC4,9.1142,0.0012,Gaia2,9.456,0.02,UCAC4,9.54,US-B1,7.809,0.024,7.121,0.024,6.961,0.024,AAA,2M,6.716,0.035,6.796,0.019,6.748,0.016,6.869,0.096,AAAA,WISE*,Single,-,,,,,,,,,,,,,No,,0,,,,,03:56:47.39,+53:33:36.9,2M,,Gamma,..F,#WDS WOR5 is background,252151693092703872,,03564739+5333369
J03574-011,BD-01 565B,157B,59.36952662653454,-1.1571253773667183,190.74714141279793,-38.4328881307777,Gaia2,M2.5 V,2.5,AF15a,,,,,,,,,,,,,,,,,-209.82,0.11,-139.77,0.09,Gaia2,65.35,0.05,Gaia2,15.3,0.01,Gaia2,,,,,,,,,,,0.019320381163526343,7.760412239547827E-5,Wolt17,,,,,<,10.0,,SH86,,,,-2.2,0.2,AF15a,,,,J035728.6-010916,0.44,0.0381,-0.36,0.07,0.1,0.14,28.17,2.44,11.58,1.21,1RXS,Flare,Pet06,,,,,,15.251,0.006,SDSS9,,,,,,,11.7504,0.0025,Gaia2,12.4462,0.0048,PS1,11.45,0.151,TYC2,10.4284,0.0011,Gaia2,,,,8.602,UCAC4,10.858,,CMC15,9.3248,0.0024,Gaia2,11.731,0.009,SDSS9,,,7.773,0.024,7.162,0.033,6.927,0.031,AAA,2M,6.789,0.121,6.699,0.037,6.606,0.02,6.53,0.078,BAAA,WISE*,Wide,B,BU543,10972,27,Cor16,BD-01+565,K4.0 V,,,,,,HARPS,No,,0,CAFOS,,TCP,FastCam,03:57:28.92,-01:09:23.4,2M,SX,Delta,J..,#SB: Simbad but did not find the reference.,3256334497479040896,,03572892-0109232
J03586+520,Ross 24,,59.653770288332694,52.022712709888346,149.5846658234854,-0.8882858300496103,Gaia2,M1.0 V,1.0,Lep13,,,,,,,,,,,,,0.47394446,0.011216295,,Karmn,371.7,0.09,-215.79,0.07,Gaia2,35.44,0.05,Gaia2,28.21,0.04,Gaia2,0.15,0.59,Gaia2,-28.9,0.51,-48.61,0.3,10.28,0.06,CC19,0.14288505967547216,0.002655939454783749,Wolt17,,,D,CC19,<,8.0,,Gil18,,,,-0.67,,Lep13,,,,,,,,,,,,,,,,,,,,,,,16.228,0.009,SDSS9,,,,13.675,0.04,UCAC4,12.4147,0.0017,Gaia2,12.901,0.02,UCAC4,,,,11.2778,0.0012,Gaia2,12.104,0.05,UCAC4,11.924,UCAC3,11.512,0.01,UCAC4,10.2621,0.0012,Gaia2,10.584,0.06,UCAC4,10.05,US-B1,8.922,0.043,8.243,0.046,8.07,0.02,AAA,2M,7.905,0.024,7.841,0.021,7.756,0.018,7.725,0.127,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,03:58:36.27,+52:01:25.2,2M,,Gamma,..F,,251688283301485824,,03583626+5201252
J03588+125,G 7-14,,59.705723735251844,12.505119963281052,178.01384170162677,-29.70546112004185,Gaia2,M4.0 V,4.0,AF15a,,,,,,,,,,,,,0.324672,0.0077361893,,Karmn,254.41,0.27,-313.23,0.15,Gaia2,37.55,0.11,Gaia2,26.63,0.08,Gaia2,38.76,0.1,Jeff18,-34.29,0.1,-49.73,0.11,-21.17,0.11,CC19,0.10542326140976747,0.008638605104631224,Wolt17,,,D,CC19,,,,,,,,0.04,0.17,Schf15,,,,,,,,,,,,,,,,,,,,,,,17.409,0.011,SDSS9,,,,15.887,0.04,UCAC4,14.5507,0.0025,Gaia2,15.001,0.07,UCAC4,,,,12.8609,6.0E-4,Gaia2,14.288,0.22,UCAC4,14.258,UCAC3,13.696,0.01,UCAC4,11.6072,0.0012,Gaia2,11.992,0.05,UCAC4,11.13,US-B1,9.757,0.021,9.177,0.022,8.877,0.018,AAA,2M,8.686,0.023,8.561,0.021,8.414,0.027,7.95,0.27,AAAB,WISE,Single,-,,,,,,,,,,,,HARPS,No,,0,CAFOS,HRS,,(Astralux),03:58:49.06,+12:30:24.2,2M,,Gamma,..F,,3304935076090945536,,03584906+1230241
J03598+260,Ross 873,157.1,59.97711087014517,26.088791061880233,167.41557793400085,-20.08428266999361,Gaia2,M3.0 V,3.0,PMSU,,,,,,,,,,,,,0.42407826,0.010599922,,Karmn,735.81,0.72,-254.84,0.58,Gaia2,45.71,0.43,Gaia2,21.88,0.21,Gaia2,53.55,0.15,Jeff18,-76.44,0.32,-58.01,0.52,13.51,0.51,CC19,0.31370870209354024,0.03657462042481088,Wolt17,,,D,CC19,<,3.0,,Jeff18,,,,0.2,0.14,Schf15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.142,0.02,UCAC4,12.8813,0.0019,Gaia2,13.343,0.05,UCAC4,,,,11.4545,0.0017,Gaia2,12.61,0.09,UCAC4,12.368,UCAC3,12.051,0.14,UCAC4,10.321,0.0015,Gaia2,10.725,0.13,UCAC4,10.11,US-B1,8.714,0.023,8.081,0.021,7.821,0.02,AAA,2M,7.71,0.029,7.608,0.02,7.518,0.022,7.358,0.139,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,CAFE,,FastCam,03:59:53.55,+26:05:24.1,2M,S2,Beta,..f,,67198925172337536,,03595354+2605240
J04011+513,Ross 25,9141,60.284014042252814,51.38523446159032,150.2965943468842,-1.116830958501478,Gaia2,M3.5 V,3.5,PMSU,,,,,,,,,,,,,0.312965,0.007534492,,Karmn,365.63,0.12,-803.92,0.1,Gaia2,39.58,0.06,Gaia2,25.26,0.04,Gaia2,-10.0,8.0,Terr15,-38.23,6.95,-88.9,3.97,-43.8,0.2,CC19,0.4029785611043149,0.01440109905163954,Wolt17,,,TD,CC19,<,8.0,,Gil18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.137,0.02,UCAC4,13.9224,0.0014,Gaia2,14.325,0.01,UCAC4,,,,12.4481,3.0E-4,Gaia2,13.615,0.06,UCAC4,13.736,UCAC3,13.059,0.04,UCAC4,11.2659,0.0013,Gaia2,11.678,0.08,UCAC4,10.89,US-B1,9.665,0.026,9.068,0.028,8.842,0.02,AAA,2M,8.614,0.021,8.453,0.018,8.363,0.023,7.858,0.173,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,04:01:07.55,+51:23:19.6,2M,,Gamma,..F,,250858048943327104,,04010755+5123196
J04056+057,[R78b] 256 AB,3261,61.41224305909734,5.744551044097954,185.36208891891917,-32.71839103721934,Gaia2,M3.5 V+,3.5,PMSU,,,,,,,,,,,,,,,,,47.9,2.03,-53.21,2.04,Gaia2,27.23,1.2,Gaia2,36.73,1.61,Gaia2,,,,,,,,,,,9.353229735072587E-4,9.534909158889363E-5,Wolt17,,,,,,,,,1.46,,Kira12,-5.6,,PMSU,,,,J040539.4+054456,0.155,0.0242,-0.21,0.14,-0.12,0.24,11.16,1.74,11.95,2.24,1RXS,Flare?,Ger99,,,,,,,,,,,,14.365,0.06,UCAC4,13.1106,0.0088,Gaia2,13.547,0.06,UCAC4,,,,11.8012,0.0069,Gaia2,12.878,0.06,UCAC4,12.799,UCAC3,12.27,0.07,UCAC4,10.4984,0.0093,Gaia2,10.872,0.07,UCAC4,10.21,US-B1,8.813,0.023,8.193,0.029,7.94,0.018,AAA,2M,7.791,0.028,7.643,0.02,7.54,0.02,7.362,0.13,AAAB,WISE,Resolved Physical,AB,,,,,,,MCT3,0.80,,,,,No,,0,,,,[McC01],04:05:38.89,+05:44:40.8,2M,SX,Delta,B..,#,3296932482569720192,,04053888+0544408
J04059+712E,LP 031-301,,61.491958896652115,71.27636202792324,137.31214587729113,14.066259701644123,Gaia2,M4.0 V,4.0,CR02,,,,,,,,,,,,,0.24156573,0.006337431,,Karmn,171.04,0.06,-379.03,0.07,Gaia2,54.39,0.05,Gaia2,18.38,0.02,Gaia2,,,,,,,,,,,0.06773826680668857,0.0021226614873634457,Wolt17,,,,,,,,,,,,,,,,,,,0.1,0.02,-0.11,0.16,,,7.73,1.55,15.97,3.65,PSPC/ROSAT,,,,,,,,,,,,,,15.256,0.15,UCAC4,14.219,0.0023,Gaia2,14.511,0.07,UCAC4,,,,12.5615,4.0E-4,Gaia2,13.635,0.09,UCAC4,13.814,UCAC3,13.086,0.01,UCAC4,11.325,0.0012,Gaia2,11.797,0.0034,PS1,10.04,US-B1,9.527,0.031,8.891,0.027,8.691,0.029,EAA,2M,8.02,0.021,7.816,0.019,7.754,0.018,7.55,0.118,AAAB,WISE,Wide,A,LDS1589,5.30,,,J04059+712W,,,,,,,,No,,0,,,,,04:05:57.47,+71:16:41.2,2M,,Delta,..F,#,495091570387568512,495091536024631040,04055746+7116411
J04059+712W,LP 031-302 BC,,61.48831464223861,71.27570405617264,137.311738348735,14.064977055791166,Gaia2,M5.0 V+,5.0,CR02,,,,,,,,,,,,,,,,,174.96,0.38,-374.86,0.46,Gaia2,54.91,0.28,Gaia2,18.21,0.09,Gaia2,,,,,,,,,,,0.06773826680668857,0.0021226614873634457,Wolt17,,,,,,,,,,,,-8.9,,Lep09,,,,J040556.4+711639,0.097,0.0154,-0.11,0.16,0.24,0.24,7.5,1.19,26.24,5.07,1RXS*,,,,,,,,,,,,,,15.256,0.15,UCAC4,15.9839,0.0163,Gaia2,16.2436,0.0011,PS1,,,,14.1907,0.003,Gaia2,13.635,0.09,UCAC4,14.399,UCAC3,15.0547,0.0054,PS1,12.3834,0.018,Gaia2,13.2006,0.001,PS1,,,10.099,0.023,9.369,0.071,9.204,0.016,AAA,2M,8.02,0.021,7.816,0.019,7.754,0.018,7.55,0.118,AAAB,WISE,Wide + Resolved Physical,BC,LDS1589,5.30,,,J04059+712E,,LEP123,0.70,,,,,No,,0,,,,,04:05:56.52,+71:16:38.6,2M,SX,Delta,B.f,#Close binary: more info needed.,495091536024631040,495091536024630656,04055651+7116385
J04061-055,2MASS J04060688-0534444,,61.5287467327544,-5.579685297110092,197.01174117867683,-38.998695403115825,Gaia2,M3.5 V,3.5,AF15a,,,,,,,,,,,,,0.22067751,0.0053767753,,Karmn,23.38,0.09,-145.27,0.07,Gaia2,70.76,0.06,Gaia2,14.13,0.01,Gaia2,-7.0,4.0,Terr15,10.06,2.97,-6.51,0.91,1.59,2.52,CC19,0.009550663765985023,5.217279570509847E-4,Wolt17,UMa,CC19,YD,CC19,,,,,,,,-0.4,0.1,AF15a,,,,,,,,,,,,,,,,,,,,,,,16.779,0.008,SDSS9,,,,14.985,0.02,UCAC4,13.5678,0.0027,Gaia2,14.069,0.03,UCAC4,,,,12.003,5.0E-4,Gaia2,13.313,0.06,UCAC4,13.193,UCAC3,12.716,0.05,UCAC4,10.8008,0.0016,Gaia2,11.227,0.04,UCAC4,10.53,US-B1,9.128,0.023,8.554,0.021,8.304,0.021,AAA,2M,8.092,0.023,7.92,0.021,7.781,0.02,7.546,0.131,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,CAFOS,,,(Astralux),04:06:06.88,-05:34:44.4,2M,,Gamma,..F,,3197487123332369536,,04060688-0534444
J04077+142,LP 474-123,,61.93390091917564,14.222820390725158,178.17513605359693,-26.9433178506917,Gaia2,M0.0 V,0.0,Lep13,,,,,,,,,,,,,0.64275146,0.015699893,,Karmn,173.57,0.09,-156.92,0.07,Gaia2,32.1,0.05,Gaia2,31.16,0.05,Gaia2,-18.59,0.22,Gaia2,13.6,0.2,-34.77,0.04,12.1,0.11,CC19,0.03921625656745988,4.5421423882418464E-4,Wolt17,,,D,CC19,,,,,,,,-0.61,,Lep13,,,,,,,,,,,,,,,,,,,,,,,15.502,0.009,SDSS9,13.301,0.497,TYC2,12.167,0.01,UCAC4,11.0263,0.0012,Gaia2,11.492,0.02,UCAC4,10.83,0.087,TYC2,10.115,7.0E-4,Gaia2,10.781,0.03,UCAC4,10.293,UCAC3,10.198,0.02,UCAC4,9.2067,0.0017,Gaia2,9.708,0.32,UCAC4,9.01,US-B1,8.041,0.027,7.341,0.029,7.185,0.021,AAA,2M,7.116,0.048,7.169,0.019,7.103,0.018,7.128,0.101,AAAA,WISE,Wide,A,LDS5187,159.50,,,J04079+142,,,,,,,,No,,0,,,,,04:07:43.94,+14:13:24.6,2M,,Gamma,..F,#,3305633918809117824,,04074393+1413246
J04079+142,NLTT 12593,,61.97908925967958,14.216186607308773,178.21299579556003,-26.91462265602452,Gaia2,M2.5 V,2.5,AF15a,,,,,,,,,,,,,0.4602113,0.011182464,,Karmn,175.07,0.12,-157.0,0.1,Gaia2,32.36,0.06,Gaia2,30.9,0.06,Gaia2,-32.0,3.0,Terr15,25.52,2.67,-34.99,0.1,18.29,1.36,CC19,0.03453104813570003,8.013691647953777E-4,Wolt17,,,D,CC19,,,,,23.260000228881836,,Rae20,0.0,0.3,AF15a,,,,,,,,,,,,,,,,,,,,,,,16.486,0.009,SDSS9,,,,14.534,0.02,UCAC4,13.2693,0.0028,Gaia2,13.735,0.02,UCAC4,,,,11.9186,6.0E-4,Gaia2,13.027,0.03,UCAC4,12.413,UCAC3,12.44,0.01,UCAC4,10.7857,0.0019,Gaia2,11.396,0.43,UCAC4,10.46,US-B1,9.215,0.019,8.582,0.026,8.351,0.025,AAA,2M,8.212,0.023,8.13,0.02,8.036,0.02,7.81,0.214,AAAB,WISE,Wide,B,LDS5187,159.50,,,J04077+142,,,,,,,,No,,0,CAFOS,,,,,,2M,,Gamma,..F,,3305622030339640704,,04075479+1413006
J04081+743,LP 032-016,,62.057458857939956,74.38109554600206,135.19869509384887,16.413539083867587,Gaia2,M3.5 V,3.5,AF15a,,,,,,,,,,,,,0.2364088,0.0055015692,,Karmn,672.44,0.05,-597.02,0.07,Gaia2,62.8,0.04,Gaia2,15.92,0.01,Gaia2,,,,,,,,,,,0.3663395298672873,0.013171678911532014,Wolt17,,,,,,,,,,,,-0.4,0.2,AF15a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.867,0.15,UCAC4,13.5652,0.0021,Gaia2,14.042,0.03,PS1,,,,12.06,4.0E-4,Gaia2,13.212,0.07,UCAC4,12.908,UCAC3,12.649,0.04,UCAC4,10.8757,0.0013,Gaia2,11.225,0.06,UCAC4,10.31,US-B1,9.247,0.022,8.673,0.029,8.423,0.015,AAA,2M,8.218,0.023,8.037,0.019,7.932,0.018,7.568,0.131,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,CAFOS,,,(Astralux),04:08:11.01,+74:23:01.8,2M,,Gamma,..F,,549890302202250112,,04081101+7423018
J04083+691,LP 031-433,,62.10240926314276,69.182763893017,138.95022999706984,12.692873911999152,Gaia2,M4.5 V,4.5,AF15a,,,,,,,,,,,,,0.21610247,0.005246546,,Karmn,275.53,0.28,-75.0,0.41,Gaia2,43.61,0.26,Gaia2,22.93,0.14,Gaia2,,,,,,,,,,,0.041854217569438475,0.003669684857663389,Wolt17,,,,,,,,,,,,-0.8,0.3,AF15a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.825,0.01,UCAC4,15.2521,0.0023,Gaia2,15.823,0.05,UCAC4,,,,13.4062,4.0E-4,Gaia2,15.018,0.05,UCAC4,14.877,UCAC3,14.253,0.02,UCAC4,12.1125,0.001,Gaia2,12.458,0.12,UCAC4,11.18,US-B1,10.263,0.022,9.735,0.019,9.398,0.016,AAA,2M,9.185,0.024,8.997,0.02,8.819,0.027,8.663,0.331,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,CAFOS,,,[LuckyCam],04:08:23.72,+69:10:59.3,2M,,Gamma,..F,,493873895619008384,,04082371+6910593
J04086+336,HD 281621,162,62.15855404988322,33.63757926689061,163.37297228206236,-13.332735491805801,Gaia2,M0.5 V,0.5,PMSU,,,,,,,,,,,,,0.53202164,0.012769387,,Karmn,526.94,0.1,125.98,0.05,Gaia2,71.81,0.04,Gaia2,13.93,0.01,Gaia2,34.17,0.22,Gaia2,-44.04,0.21,-6.99,0.06,21.43,0.05,CC19,0.09370369588167228,3.4574907752292055E-4,Wolt17,,,D,CC19,=,2.35,0.3,Hou10,32.400001525878906,1.6,SM18,0.415,,PMSU,,,,,,,,,,,,,,,,,,,,,,,,,,12.43,0.263,TYC2,11.66,0.01,UCAC4,10.4414,0.0013,Gaia2,10.95,0.03,UCAC4,10.402,0.054,TYC2,9.365,5.0E-4,Gaia2,10.213,0.05,UCAC4,9.642,UCAC3,9.656,0.11,UCAC4,8.365,0.0011,Gaia2,8.698,0.05,UCAC4,8.52,US-B1,7.016,0.02,6.395,0.044,6.178,0.02,AAA,2M,6.104,0.111,5.962,0.038,5.979,0.014,5.799,0.05,BAAA,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,(FastCam) [WD15],04:08:37.43,+33:38:13.4,2M,S3,Beta,..f,,170639948323693952,,04083742+3338134
J04093+057,NLTT 12648,,62.34372144818793,5.773675052098742,185.99977562677122,-31.963737117007927,Gaia2,M4.5 V+,4.5,Law08,,,,,,,,,,,,,,,,,221.9,4.9,-126.1,4.9,PPMXL,47.8,3.0,Dit14,20.9,1.3,Dit14,,,,,,,,,,,0.02994064501030514,0.0019683436444644957,Wolt17,,,,,,,,,0.5677,,West15,-5.55,0.98,West15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3622,0.0037,Gaia2,16.7299,0.0032,PS1,,,,14.1713,9.0E-4,Gaia2,,,,15.891,UCAC4,15.3752,0.0064,PS1,12.786,0.002,Gaia2,13.4671,0.0086,PS1,13.48,US-B1,10.708,0.03,10.121,0.03,9.74,0.02,AAA,2M,9.542,0.024,9.331,0.02,9.11,0.034,9.004,,AAAU,WISE,Resolved Physical,AB,,,,,,,LAW12,0.20,,Law08,M6.0 V,,No,,0,,,,[LuckyCam],04:09:22.26,+05:46:26.9,2M,SX,Delta,B.F,#,3296801434527681536,,04092226+0546268
J04108-128,LP 714-037 ABC,,62.69953583776171,-12.863388409278613,206.15352498298355,-41.382599230547534,Gaia2,M5.5 V+,5.5,Phan06,,,,,,,,,,,,,,,,,-146.29,0.1,-395.93,0.09,Gaia2,44.87,0.08,Gaia2,22.29,0.04,Gaia2,,,,,,,,,,,0.07766519961822253,0.012583854659287354,Wolt17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1093,0.0104,Gaia2,17.5337,0.0072,PS1,,,,14.9071,8.0E-4,Gaia2,,,,12.799,UCAC3,16.1786,0.0056,PS1,13.4853,0.0088,Gaia2,14.1123,0.0086,PS1,10.21,US-B1,11.008,0.036,10.373,0.037,9.92,0.027,AAA,2M,9.578,0.022,9.374,0.021,9.126,0.028,8.33,,AAAC,WISE*,Resolved Physical,ABC,,,,,,,PHB1,0.36\\1.90,,,M8.0V\\M8.5V,,No,,0,,,,,04:10:48.10,-12:51:42.1,2M,SX,Delta,B.F,#,3188811632989991168,3188811632989991296,04104810-1251421
J04112+495,Ross 27,3265,62.805367813676156,49.52922330990505,152.73152718019202,-1.4235994267059913,Gaia2,M3.5 V,3.5,PMSU,,,,,,,,,,,,,0.29073796,0.0072541274,,Karmn,113.74,0.08,-467.05,0.07,Gaia2,46.21,0.05,Gaia2,21.64,0.02,Gaia2,46.0,6.0,Terr15,-59.15,5.33,-15.85,2.75,-28.25,0.15,CC19,0.1214996099581029,0.003798344894073133,Wolt17,,,D,CC19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.047,0.02,UCAC4,13.7255,0.0014,Gaia2,14.152,0.02,UCAC4,,,,12.2747,4.0E-4,Gaia2,13.403,0.05,UCAC4,13.321,UCAC3,12.813,0.01,UCAC4,11.1026,0.0012,Gaia2,11.5,0.07,UCAC4,10.62,US-B1,9.486,0.023,8.924,0.029,8.663,0.024,AAA,2M,8.467,0.022,8.321,0.019,8.204,0.023,7.769,0.165,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,04:11:13.11,+49:31:52.5,2M,,Gamma,..F,,247316350194295936,,04111311+4931525
J04122+647,G 247-015,3266,63.075867077944494,64.73024128230873,142.37346619202046,9.743846445231679,Gaia2,M4.0 V,4.0,PMSU,,,,,,,,,,,,,0.18837582,0.004356541,,Karmn,492.93,0.06,-435.94,0.07,Gaia2,82.74,0.05,Gaia2,12.09,0.01,Gaia2,27.2,15.0,Haw96,-44.02,11.71,-13.64,9.03,6.19,2.54,CC19,0.11595003824082177,0.003965272523121188,Wolt17,HS,CC19,YD,CC19,=,7.2,0.2,Kess18,1.594,,New16a,-3.0,,PMSU,,,,J041215.8+644407,0.0522,0.0124,-0.51,0.18,-1.0,0.36,2.93,0.7,4.3,1.26,1RXS,Flare,Mond19,,,,,,,,,,,,15.362,0.06,UCAC4,13.9765,0.002,Gaia2,14.397,0.04,UCAC4,,,,12.2244,4.0E-4,Gaia2,13.703,0.06,UCAC4,13.612,UCAC3,13.016,0.02,UCAC4,10.9632,0.001,Gaia2,11.357,0.15,UCAC4,10.55,US-B1,9.156,0.026,8.577,0.026,8.289,0.014,AAA,2M,8.102,0.023,7.917,0.019,7.775,0.02,7.488,0.13,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,FastCam (Astralux),04:12:16.93,+64:43:56.1,2M,S1,Beta,..f,,476809509515283712,,04121693+6443560
J04123+162,HG 7-124,,63.09124635133329,16.250811927544458,177.291725754417,-24.768997112421662,Gaia2,M4.0 V,4.0,AF15a,,,,,,,,,,,,,0.42627198,0.010366675,,Karmn,153.05,0.28,-32.24,0.21,Gaia2,28.06,0.14,Gaia2,35.64,0.18,Gaia2,,,,,,,,,,,0.012218986922083536,9.433389830462884E-4,Wolt17,Hya,Ste95,,,<,6.0,,Sta97,,,,-2.5,0.3,AF15a,,,,J041222.2+161500,0.0414,0.015,-0.13,0.35,0.48,0.84,3.16,1.14,7.91,3.45,1RXS*,,,,,,,,17.205,0.01,SDSS9,,,,15.577,0.03,UCAC4,14.255,0.0033,Gaia2,14.711,0.03,UCAC4,,,,12.6837,6.0E-4,Gaia2,13.981,0.03,UCAC4,14.219,UCAC3,13.377,0.01,UCAC4,11.4686,0.0015,Gaia2,11.896,0.07,UCAC4,11.39,US-B1,9.736,0.024,9.095,0.03,8.867,0.022,AAA,2M,8.711,0.022,8.56,0.022,8.433,0.027,8.037,0.263,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,CAFOS,,,(Astralux),04:12:21.73,+16:15:03.3,2M,,Gamma,..F,*in the Hyades,45679386670867584,,04122173+1615033
J04129+526,Ross 28 AB,164 AB,63.24266068777141,52.6081293288432,150.8276227190706,1.0117260452163548,Gaia2,M4.5 V+,4.5,PMSU,,,,,,,,,,,,,,,,,-349.09,0.37,-822.96,0.2,Gaia2,75.61,0.2,Gaia2,13.23,0.04,Gaia2,,,,,,,,,,,0.25862979716851875,0.013278997920831646,Wolt17,,,,,<,8.0,,Gil18,,,,0.245,,PMSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.015,0.02,UCAC4,13.7546,0.0016,Gaia2,14.142,0.03,UCAC4,,,,11.9489,6.0E-4,Gaia2,13.404,0.05,UCAC4,13.368,UCAC3,12.766,0.04,UCAC4,10.6727,8.0E-4,Gaia2,11.11,0.07,UCAC4,12.62,US-B1,8.773,0.032,8.248,0.03,7.915,0.016,AAA,2M,7.672,0.029,7.505,0.02,7.396,0.018,7.463,0.136,AAAB,WISE,Resolved Physical,AB,,,,,,,PRV1,0.0468,0.0012,Ber12,M6-M8,,No,,0,,,,(Astralux),04:12:58.80,+52:36:42.1,2M,SX,Delta,B..,#WDS JNN260 AC has no cpm.,274936731203012736,,04125880+5236421
J04131+505,Ross 29,165 AB,63.28937242339125,50.52725922170822,152.27595060139862,-0.48272131526412215,Gaia2,M4.0 V+,4.0,PMSU,,,,,,,,,,,,,,,,,-395.79,0.1,-194.84,0.07,Gaia2,50.18,0.06,Gaia2,19.93,0.02,Gaia2,,,,,,,,,,,0.08838799370245165,0.004021236629157413,Wolt17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.201,0.03,UCAC4,14.263,0.0076,Gaia2,14.238,0.07,UCAC4,,,,12.7002,6.0E-4,Gaia2,13.475,0.1,UCAC4,13.566,UCAC3,12.847,0.02,UCAC4,11.4145,0.0091,Gaia2,11.31,0.06,UCAC4,10.59,US-B1,9.26,0.026,8.75,0.033,8.474,0.023,AAA,2M,8.204,0.023,8.02,0.021,7.91,0.02,7.866,0.201,AAAB,WISE,Resolved Physical,AB,,,,,,,CHR15,0.70,0.01,CHR15,,,No,,0,,,,,04:13:10.16,+50:31:41.4,2M,SX,Delta,B..,#,271438845026834944,271438845031711104,04131016+5031414
